date,open,high,low,close,volume
2006-10-09,12.2094,12.37,12.1737,12.2689,46476300
2006-10-10,12.2153,12.5069,12.1499,12.4295,73980400
2006-10-11,12.3522,12.6616,12.3403,12.4295,106865400
2006-10-12,12.5604,12.8222,12.4652,12.7865,81941100
2006-10-13,12.733,13.0007,12.7211,12.852,78944400
2006-10-16,13.0483,13.1078,12.8281,12.8579,93626600
2006-10-17,12.608,12.6318,12.3938,12.4355,117951400
2006-10-18,12.852,12.8698,12.5128,12.5604,115013500
2006-10-19,12.495,12.608,12.2748,12.5128,73635800
2006-10-20,12.6021,12.7627,12.5247,12.6913,61151200
2006-10-23,12.6616,12.852,12.5664,12.7627,53105200
2006-10-24,12.7687,12.9948,12.7627,12.8639,62841600
2006-10-25,12.8222,12.9948,12.8103,12.9234,53309500
2006-10-26,12.9412,12.9888,12.8579,12.9531,44042700
2006-10-27,12.8996,12.9531,12.4354,12.5545,99919800
2006-10-30,12.5069,12.6913,12.4712,12.6497,41171900
2006-10-31,12.6824,12.7508,12.608,12.6973,55491300
2006-11-01,12.7151,12.7449,12.4712,12.5069,57883600
2006-11-02,12.2808,12.4474,12.2391,12.3046,68204800
2006-11-03,12.3526,12.3706,12.1673,12.2629,47924400
2006-11-06,12.2091,12.5021,12.1493,12.4468,47833000
2006-11-07,12.4244,12.6576,12.3945,12.4363,48489800
2006-11-08,12.3885,12.4961,12.257,12.3825,52943400
2006-11-09,12.4483,12.538,12.1852,12.2091,52833700
2006-11-10,12.251,12.3407,12.2091,12.3048,31864200
2006-11-13,12.3227,12.5978,12.3048,12.5559,45829100
2006-11-14,12.6576,13.112,12.6217,13.0821,74391100
2006-11-15,13.112,13.375,13.0103,13.3469,104300100
2006-11-16,13.3511,13.3989,13.1897,13.3511,65568900
2006-11-17,13.2674,13.4528,13.0581,13.2136,56835000
2006-11-20,13.0761,13.3631,12.8549,13.3152,65794500
2006-11-21,13.2674,13.3152,12.7831,12.8967,87522600
2006-11-22,13.0402,13.0581,12.8788,12.9924,41640800
2006-11-24,12.8309,13.0043,12.807,12.9087,23076000
2006-11-27,12.8369,12.8489,12.526,12.5679,52691900
2006-11-28,12.5021,12.6336,12.4124,12.5439,53901800
2006-11-29,12.6815,12.825,12.6157,12.6994,55212100
2006-11-30,12.6994,12.8489,12.5977,12.7921,47485000
2006-12-01,12.7472,12.7951,12.3167,12.5141,65117600
2006-12-04,12.6097,12.825,12.4423,12.6874,62659300
